Date,Close,daily_buy,btc_bought_overlay_exec,btc_overlay_exec,fees_overlay_cum,btc_bought_baseline_exec,btc_baseline_exec,fees_baseline_cum,net_value_overlay,net_value_baseline,ma20,vol20,vol60,drawdown,crash
2014-09-29,375.4670104980469,1.0,0.00265669,0.031812980000000005,0.0195,0.00265669,0.031812980000000005,0.0195,11.925224495634156,11.925224495634156,,,,,False
2014-09-30,386.9440002441406,1.0,0.00257789,0.034390870000000004,0.021,0.00257789,0.034390870000000004,0.021,13.28634080967621,13.28634080967621,,,,,False
2014-10-01,383.614990234375,1.0,0.00260026,0.036991130000000004,0.022500000000000003,0.00260026,0.036991130000000004,0.022500000000000003,14.167851973708498,14.167851973708498,,,,,False
2014-10-02,375.0719909667969,1.0,0.00265949,0.039650620000000004,0.024000000000000004,0.00265949,0.039650620000000004,0.024000000000000004,14.847836986467899,14.847836986467899,,,,,False
2014-10-03,359.5119934082031,1.0,0.0027746,0.04242522000000001,0.025500000000000005,0.0027746,0.04242522000000001,0.025500000000000005,15.22687541298157,15.22687541298157,,,,,False
2014-10-04,328.8659973144531,1.0,0.00303315,0.045458370000000005,0.027000000000000007,0.00303315,0.045458370000000005,0.027000000000000007,14.92271218633942,14.92271218633942,,,,,False
2014-10-05,320.510009765625,1.0,0.00311223,0.048570600000000005,0.028500000000000008,0.00311223,0.048570600000000005,0.028500000000000008,15.538863480322268,15.538863480322268,,,,,False
2014-10-06,330.0790100097656,1.0,0.00302201,0.051592610000000004,0.03000000000000001,0.00302201,0.051592610000000004,0.03000000000000001,16.999637632619933,16.999637632619933,,,,,False
2014-10-07,336.18701171875,0.5,0.0,0.051592610000000004,0.03000000000000001,0.0029671,0.054559710000000004,0.03150000000000001,17.3147653826709,18.3107658651416,389.91039886474607,,,,False
2014-10-08,352.94000244140625,0.5,0.0,0.051592610000000004,0.03000000000000001,0.00282626,0.05738597,0.03300000000000001,18.179095899358522,20.220804391902465,383.85304870605466,0.04128246435778859,,,False
2014-10-09,365.0260009765625,0.5,0.0,0.051592610000000004,0.03000000000000001,0.00273268,0.06011865,0.03450000000000001,18.80264410824341,21.910370393609618,380.2780487060547,0.04133896777052846,,,False
2014-10-10,361.56201171875,0.5,0.0,0.051592610000000004,0.03000000000000001,0.00275886,0.06287751,0.03600000000000001,18.6239278614209,22.698119007465817,378.78954925537107,0.03971212176537246,,,False
2014-10-11,362.29901123046875,0.5,0.0,0.051592610000000004,0.03000000000000001,0.00275325,0.06563076,0.03750000000000001,18.661951589799195,23.740459454304197,376.42245025634764,0.038654170549339534,,,False
2014-10-12,378.54901123046875,1.5,0.0039526,0.055545210000000005,0.03225000000000001,0.0026350600000000003,0.06826581999999999,0.039000000000000014,20.994334324088747,25.802958661837152,374.5963500976562,0.03841520150537745,,,False
2014-10-13,390.41400146484375,1.5,0.00383247,0.05937768,0.03450000000000001,0.00255498,0.07082079999999999,0.040500000000000015,23.147377646499024,27.6089319149414,373.4162002563477,0.03987658295946415,,,False
2014-10-14,400.8699951171875,1.5,0.00373251,0.06311019,0.03675000000000001,0.00248834,0.07330914,0.042000000000000016,25.262231557144773,29.345434593845212,371.14735107421876,0.035410819129845415,,,False
2014-10-15,394.77301025390625,1.5,0.00379016,0.06690035,0.039000000000000014,0.0025267700000000002,0.07583590999999999,0.04350000000000002,26.371452556539914,29.894470476044308,370.03060150146484,0.03561195618284627,,,False
2014-10-16,382.5559997558594,1.5,0.0039112,0.07081155,0.041250000000000016,0.0026074600000000002,0.07844337,0.04500000000000002,27.048133304512024,29.963981834568784,369.1905517578125,0.0352554152939633,,,False
2014-10-17,383.75799560546875,1.5,0.00389895,0.0747105,0.04350000000000002,0.0025993,0.08104267,0.04650000000000002,28.62725173068237,31.05427259771545,368.097102355957,0.03570527816473332,,,False
2014-10-18,391.4419860839844,1.5,0.00382241,0.07853291,0.04575000000000002,0.00254827,0.08359094,0.04800000000000002,30.695328263354796,32.673003572227174,367.3090026855469,0.035644141642869616,,,False
2014-10-19,389.5459899902344,1.5,0.00384101,0.08237392,0.04800000000000002,0.00256067,0.08615161,0.04950000000000002,32.04043021577637,33.510514206702574,368.0220520019531,0.033511992621420725,,,False
2014-10-20,382.8450012207031,1.5,0.00390824,0.08628216,0.050250000000000024,0.0026054900000000002,0.0887571,0.051000000000000024,32.9824436505249,33.92921205784607,368.7260009765625,0.03351532435870325,,,False
2014-10-21,386.4750061035156,1.5,0.00387154,0.0901537,0.052500000000000026,0.00258102,0.09133812000000001,0.052500000000000026,34.78965175775451,35.24740048448364,368.52105102539065,0.03310072984776962,,,False
2014-10-22,383.1579895019531,1.5,0.00390505,0.09405875,0.05475000000000003,0.0026033700000000002,0.09394149,0.05400000000000003,35.984611545066834,35.94043243921784,368.66405181884767,0.033100478599980415,,,False
2014-10-23,358.4169921875,0.5,0.0,0.09405875,0.05475000000000003,0.00278307,0.09672456,0.05550000000000003,33.65750426391602,34.61222586585937,369.06835174560547,0.03273571296817753,,,False
2014-10-24,358.3450012207031,0.5,0.0,0.09405875,0.05475000000000003,0.00278363,0.09950819,0.05700000000000003,33.65073288356781,35.60126246701996,369.0136016845703,0.03468340254512923,,,False
2014-10-25,347.27099609375,0.5,0.0,0.09405875,0.05475000000000003,0.0028724,0.10238059,0.05850000000000003,32.60912580383301,35.49530946996582,370.4875518798828,0.02824207963217496,,,False
2014-10-26,354.7040100097656,0.5,0.0,0.09405875,0.05475000000000003,0.00281221,0.10519279999999999,0.06000000000000003,33.308265801506046,37.252307984155266,371.8256011962891,0.028574968224512057,,,False
2014-10-27,352.989013671875,0.5,0.0,0.09405875,0.05475000000000003,0.00282587,0.10801866999999998,0.061500000000000034,33.146955389709476,38.06790378144775,373.0568511962891,0.028239349194111033,,,False
2014-10-28,357.6180114746094,0.5,0.0,0.09405875,0.05475000000000003,0.0027892900000000003,0.11080795999999998,0.06300000000000003,33.58235313678742,39.563922310758045,373.89695129394534,0.028089598811965367,,,False
2014-10-29,335.59100341796875,0.5,0.0,0.09405875,0.05475000000000003,0.0029723700000000002,0.11378032999999999,0.06450000000000003,31.51052029273987,38.119155113927604,374.13085174560547,0.025975411411246346,,,False
2014-10-30,345.30499267578125,0.5,0.0,0.09405875,0.05475000000000003,0.0028887500000000003,0.11666907999999998,0.06600000000000003,32.42420597984314,40.220415814890124,372.65910186767576,0.028256197798143652,,,False
2014-10-31,338.3210144042969,0.5,0.0,0.09405875,0.05475000000000003,0.00294839,0.11961746999999998,0.06750000000000003,31.76730171360016,40.40160379087554,371.8462509155273,0.029142715952300252,,,False
2014-11-01,325.7489929199219,0.5,0.0,0.09405875,0.05475000000000003,0.00306218,0.12267964999999997,0.06900000000000003,30.584793087806702,39.89377243926848,370.64735107421876,0.0294088416711346,,,False
2014-11-02,325.8919982910156,0.5,0.0,0.09405875,0.05475000000000003,0.00306083,0.12574047999999996,0.07050000000000003,30.598243994255068,40.90731629327147,368.0073501586914,0.028072511612876504,,,False
2014-11-03,327.5539855957031,0.5,0.0,0.09405875,0.05475000000000003,0.0030453,0.12878577999999996,0.07200000000000004,30.75456844264984,42.11229552705137,364.78125,0.02665996881752131,,,False
2014-11-04,330.49200439453125,0.5,0.0,0.09405875,0.05475000000000003,0.0030182300000000002,0.13180400999999997,0.07350000000000004,31.030914818344115,43.486671452136825,361.1154495239258,0.025561676544948442,,,False
2014-11-05,339.4859924316406,0.5,0.0,0.09405875,0.05475000000000003,0.00293827,0.13474227999999996,0.07500000000000004,31.876878090629578,45.66811664830199,357.90139923095705,0.025858996978397445,,,False
2014-11-06,349.2900085449219,0.5,0.0,0.09405875,0.05475000000000003,0.0028558,0.13759807999999996,0.07650000000000004,32.79903159122467,47.98513453896483,355.7478988647461,0.026467604870058115,,,False
2014-11-07,342.4150085449219,0.5,0.0,0.09405875,0.05475000000000003,0.00291313,0.14051120999999994,0.07800000000000004,32.152377684974674,48.03514717280729,354.0244995117188,0.0275204625542172,,,False
2014-11-08,345.4880065917969,0.5,0.0,0.09405875,0.05475000000000003,0.0028872200000000002,0.14339842999999994,0.07950000000000004,32.441420040016176,49.4629377290933,351.5731506347656,0.027100357332307472,,,False
2014-11-09,363.2640075683594,1.5,0.00411891,0.09817766,0.05700000000000003,0.00274594,0.14614436999999994,0.08100000000000004,35.607410225283814,53.00798952975309,349.37025146484376,0.02731507286452272,,,False
2014-11-10,366.92401123046875,1.5,0.00407783,0.10225549,0.05925000000000003,0.00271855,0.14886291999999995,0.08250000000000005,37.46074456113709,54.53887972988035,348.3912017822266,0.02996821430719275,,,False
2014-11-11,367.69500732421875,1.5,0.00406927,0.10632476,0.061500000000000034,0.00271285,0.15157576999999994,0.08400000000000005,39.0335834069458,55.64965386032407,347.41365203857424,0.02998067403442052,,,False
2014-11-12,423.5610046386719,1.5,0.00353255,0.10985731,0.06375000000000003,0.00235503,0.15393079999999995,0.08550000000000005,46.467522590502014,65.11358429283446,346.6405029296875,0.029955372290079694,,,False
2014-11-13,420.7349853515625,1.5,0.00355628,0.11341359,0.06600000000000003,0.00237085,0.15630164999999996,0.08700000000000005,47.65106512731811,65.67457242317502,349.89770355224607,0.04250334330924708,,,False
2014-11-14,397.8179931640625,1.5,0.00376115,0.11717474,0.06825000000000003,0.00250743,0.15880907999999996,0.08850000000000005,46.5459699163208,63.08860950183104,353.01720275878904,0.042603189440547466,,,False
2014-11-15,376.13299560546875,1.5,0.00397799,0.12115273,0.07050000000000003,0.00265199,0.16146106999999996,0.09000000000000005,45.49903926068054,60.64083593276426,355.5445526123047,0.04406219347640383,,,False
2014-11-16,387.8819885253906,1.5,0.00385749,0.12501022,0.07275000000000004,0.00257166,0.16403272999999996,0.09150000000000005,48.41646271959656,63.53384149564848,356.61600189208986,0.046044553379952696,,-0.15186280509552932,False
2014-11-17,387.4079895019531,1.0,0.00257481,0.12758503000000002,0.07425000000000004,0.00257481,0.16660753999999997,0.09300000000000005,49.35320996284638,64.45209210726622,358.36065063476565,0.04638945275123879,0.039705286262958876,-0.11102339713048999,False
2014-11-18,375.197998046875,1.0,0.0026586,0.13024363000000003,0.07575000000000004,0.0026586,0.16926613999999998,0.09450000000000006,48.79139923435792,63.41381686512206,359.8501495361328,0.04637972388729205,0.038628722526466736,-0.1390413962914143,False
2014-11-19,380.55499267578125,1.0,0.00262117,0.13286480000000003,0.07725000000000004,0.00262117,0.17188731,0.09600000000000006,50.485112990869155,65.31657399810973,361.83049926757815,0.04455906235254374,0.03777510971917601,-0.1267488183997772,False
2014-11-20,357.8399963378906,0.5,0.0,0.13286480000000003,0.07725000000000004,0.00278756,0.17467486999999998,0.09750000000000006,47.46708954543458,62.408154841121515,363.59299926757814,0.04428995838681108,0.037530307979807755,-0.17887242148966537,False
2014-11-21,350.8479919433594,0.5,0.0,0.13286480000000003,0.07725000000000004,0.0028431100000000003,0.17751798,0.09900000000000006,46.53809827995607,62.182826816841434,364.56894836425784,0.04634019648855512,0.03817909723483783,-0.19491682037232635,False
2014-11-22,352.9200134277344,0.5,0.0,0.13286480000000003,0.07725000000000004,0.00282642,0.1803444,0.10050000000000006,46.81339700007325,63.5466480696167,365.8238983154297,0.04568358949462807,0.038231809060233046,-0.19016219819063013,False
2014-11-23,367.572998046875,1.0,0.00271375,0.13557855000000002,0.07875000000000004,0.00271375,0.18305814999999998,0.10200000000000006,49.756264094348154,67.18523301241454,367.1752990722656,0.04567331020857554,0.03657644878706976,-0.13218404427848282,False
2014-11-24,376.9010009765625,1.0,0.00264659,0.13822514000000002,0.08025000000000004,0.00264659,0.18570473999999998,0.10350000000000006,52.016943626125496,69.88880239209229,369.1762496948242,0.04640020577611134,0.036855753029142756,-0.11016123569239743,False
2014-11-25,375.3479919433594,1.0,0.00265754,0.14088268000000004,0.08175000000000004,0.00265754,0.18836228,0.10500000000000007,52.79828103759889,70.5964035558728,371.49669952392577,0.04658596999182761,0.03686049395950117,-0.1138277890724187,False
2014-11-26,368.3699951171875,0.5,0.0,0.14088268000000004,0.08175000000000004,0.00270788,0.19107016,0.10650000000000007,51.815202143696304,70.27801390624023,373.28979949951173,0.04641759110288628,0.03679922593014548,-0.1303023860012002,False
2014-11-27,369.6700134277344,0.5,0.0,0.14088268000000004,0.08175000000000004,0.00269835,0.19376850999999998,0.10800000000000007,51.998352207335216,71.52240769357206,374.243798828125,0.0464006188468648,0.03684301098152888,-0.12723312727268274,False
2014-11-28,376.4469909667969,1.0,0.00264978,0.14353246000000003,0.08325000000000005,0.00264978,0.19641828999999997,0.10950000000000007,53.949112673062146,73.83157424134367,375.60654907226564,0.04607565471629181,0.03612518463831057,-0.11123312381428185,False
2014-11-29,375.4909973144531,0.5,0.0,0.14353246000000003,0.08325000000000005,0.00265652,0.19907480999999996,0.11100000000000007,53.81189655239686,74.63979894708525,377.1544982910156,0.046167672763186215,0.03619388840254502,-0.11349016268677976,False
2014-11-30,378.0469970703125,1.0,0.00263856,0.14617102000000004,0.08475000000000005,0.00263856,0.20171336999999998,0.11250000000000007,55.17476516970461,76.14463379743286,377.76584777832034,0.04488591583369327,0.03598223506569954,-0.10745561340611634,False
2014-12-01,379.2449951171875,1.0,0.00263023,0.14880125000000005,0.08625000000000005,0.00263023,0.2043436,0.11400000000000007,56.345879329681416,77.38228758422851,378.3219970703125,0.04486310117966834,0.03597386849978825,-0.10462721788869382,False
2014-12-02,381.31500244140625,1.0,0.00261595,0.15141720000000006,0.08775000000000005,0.00261595,0.20695955,0.11550000000000007,57.64989998767092,78.80128131352234,378.8994964599609,0.0448633526302222,0.035852068169884316,-0.09974006514906752,False
2014-12-03,375.010009765625,0.5,0.0,0.15141720000000006,0.08775000000000005,0.00265993,0.20961948,0.11700000000000008,56.695215650683615,78.49240324186523,376.78719635009764,0.02794280701007653,0.035423147769651234,-0.11462574302481972,False
2014-12-04,369.60400390625,0.5,0.0,0.15141720000000006,0.08775000000000005,0.00269884,0.21231832,0.11850000000000008,55.87665338027346,78.35520117464844,374.5009475708008,0.028063187827183565,0.03363389391741341,-0.12738897146221262,False
2014-12-05,376.85400390625,1.5,0.00397038,0.15538758000000005,0.09000000000000005,0.00264692,0.21496524,0.12000000000000008,58.46843168030275,80.89051139466797,373.09024810791016,0.02570386950548033,0.03350769730358239,-0.11027219272054169,False
2014-12-06,374.7850036621094,1.5,0.00399229,0.15937987000000006,0.09225000000000005,0.00266153,0.21762677,0.12150000000000008,59.64093516161654,81.44174979142304,373.12629852294924,0.023157291036052585,0.033394052231888675,-0.11515696780956489,False
2014-12-07,375.0950012207031,1.5,0.00398899,0.16336886000000006,0.09450000000000006,0.00265933,0.22028609999999998,0.12300000000000008,61.184342741124894,82.50521494840392,372.47144927978513,0.022007011761777044,0.033345785384743705,-0.11442508372392249,False
2014-12-08,361.90899658203125,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00275622,0.22304232,0.12450000000000008,59.03016019535036,80.59652222652832,371.85579986572264,0.0220130619018245,0.0327579613418504,-0.1455563835703767,False
2014-12-09,352.218994140625,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00283205,0.22587437,0.12600000000000008,57.4471155431006,79.43124340354736,371.1913497924805,0.022288391629568763,0.03280843677681303,-0.1684338494732459,False
2014-12-10,346.364990234375,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00287991,0.22875428,0.12750000000000009,56.490753598500994,79.10497395827149,369.77454986572263,0.02264035698008392,0.032971991286316976,-0.18225477217892297,False
2014-12-11,350.5060119628906,0.5,0.0,0.16336886000000006,0.09450000000000006,0.0028458900000000002,0.23160017,0.1290000000000001,57.16726759752382,81.0482519566275,369.2007995605469,0.01873815056086742,0.03304117795065913,-0.17247808904906728,False
2014-12-12,352.5419921875,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00282945,0.23442962,0.1305000000000001,57.4998833658008,82.5157852625586,369.18370056152344,0.01846032042190718,0.03254977039493368,-0.16767127207981816,False
2014-12-13,347.3760070800781,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00287153,0.23730115000000002,0.1320000000000001,56.65592226802431,82.30072596251068,369.16479949951173,0.01845872999484848,0.03228861255944863,-0.17986782712347435,False
2014-12-14,351.6319885253906,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00283677,0.24013792,0.1335000000000001,57.351217104926164,84.30667432995118,368.1549499511719,0.01592582281844251,0.0321226900125862,-0.16981973157477492,False
2014-12-15,345.3450012207031,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00288842,0.24302634,0.1350000000000001,56.324119156124894,83.792931683963,366.8914993286133,0.014948324620982013,0.032125332269093664,-0.18466289993974458,False
2014-12-16,327.06201171875,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00304988,0.24607622,0.1365000000000001,53.33724800379884,80.34568354934571,365.39134979248047,0.015297833235049865,0.03196574742502187,-0.2278278497385341,False
2014-12-17,319.7760009765625,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00311937,0.24919559000000002,0.1380000000000001,52.14694073489992,79.54876923119507,363.3259506225586,0.018590776087175305,0.03264887222805913,-0.2450296475017701,False
2014-12-18,311.39599609375,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00320332,0.25239891000000003,0.1395000000000001,50.777908890400404,78.45650999242677,360.83125,0.01880625257088817,0.03261867122633327,-0.26481429432014575,False
2014-12-19,317.8429870605469,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00313834,0.25553725000000005,0.1410000000000001,51.83114645507631,81.07972284523774,357.57870025634764,0.01827145550845651,0.03275704598519337,-0.24959336770935772,False
2014-12-20,329.95599365234375,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00302313,0.25856038000000003,0.1425000000000001,53.81003453315065,85.1710471020276,354.69629974365233,0.01942546446662468,0.032848025095110735,-0.22099534650546965,False
2014-12-21,320.8429870605469,0.5,0.0,0.16336886000000006,0.09450000000000006,0.0031090000000000002,0.26166938,0.1440000000000001,52.32125303507631,83.81078550148132,352.29174957275393,0.021806412455796585,0.033231857085219176,-0.24251056271280425,False
2014-12-22,331.885986328125,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00300555,0.26467493000000003,0.1455000000000001,54.125335236401384,87.69640019937745,349.37164916992185,0.022167748802627885,0.033385299967818714,-0.21643875924969128,False
2014-12-23,334.5719909667969,0.5,0.0,0.16336886000000006,0.09450000000000006,0.0029814200000000003,0.26765635000000004,0.1470000000000001,54.56414475217592,89.40331791440583,346.9001983642578,0.023971884381781827,0.032700708197490685,-0.21009727689117427,False
2014-12-24,322.53399658203125,0.5,0.0,0.16336886000000006,0.09450000000000006,0.0030927,0.27074905000000005,0.1485000000000001,52.59751133285036,87.17727316728822,344.87829742431643,0.02406940346059662,0.03272067405861945,-0.23851819915014122,False
2014-12-25,319.00799560546875,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00312688,0.27387593000000005,0.1500000000000001,52.02147257295046,87.21861147388367,342.5247970581055,0.024960470136259297,0.03280673988045607,-0.246842858261691,False
2014-12-26,327.92401123046875,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00304187,0.27691780000000005,0.1515000000000001,53.478071881348896,90.65649575711672,339.6324966430664,0.024202017471208103,0.03270265263388059,-0.2257927249223247,False
2014-12-27,315.8630065917969,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00315802,0.28007582000000003,0.1530000000000001,51.507679303074354,88.31259057886292,337.28944702148436,0.02550577955015417,0.03291500209595064,-0.2542679728950713,False
2014-12-28,317.239013671875,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00314432,0.28322014,0.1545000000000001,51.73247601109865,89.69397786561035,334.3278472900391,0.02632229948524553,0.03318901228803019,-0.2510193096210479,False
2014-12-29,312.6700134277344,0.5,0.0,0.16336886000000006,0.09450000000000006,0.0031902700000000003,0.28641041,0.1560000000000001,50.98604364987367,89.3959467405429,332.09434814453124,0.025669548950025625,0.03224505257845372,-0.261806422207199,False
2014-12-30,310.73699951171875,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00321011,0.28962052,0.1575000000000001,50.670249370050065,89.83831138182373,330.11689910888674,0.02529526077661015,0.03206057525623854,-0.2663701424147866,False
2014-12-31,320.1929931640625,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00311531,0.29273583,0.1590000000000001,52.215064273200696,93.57296161406614,328.3354995727539,0.025163956730229822,0.031970183010939686,-0.24404515605205382,False
2015-01-01,314.2489929199219,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00317424,0.29591006999999997,0.16050000000000011,51.243999729475725,92.82894149236358,326.8198486328125,0.026143460497362575,0.03186252586981928,-0.2580785542616253,False
2015-01-02,315.0320129394531,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00316635,0.29907641999999995,0.16200000000000012,51.37192081742372,94.05664661532529,324.9051986694336,0.026220954063638727,0.031954400858553056,-0.25622989489271286,False
2015-01-03,281.0820007324219,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00354879,0.30262521,0.16350000000000012,45.82554602617494,84.89899949886932,323.28799896240236,0.026182920035122056,0.03194895509059179,-0.33638366692371713,False
2015-01-04,264.19500732421875,0.5,0.0,0.16336886000000006,0.09450000000000006,0.00377562,0.30640082999999996,0.16500000000000012,43.06673716424928,80.78456952599669,319.76049957275393,0.034547496467029044,0.03480981166640659,-0.37625276068651275,False
2015-01-05,274.4739990234375,0.0,0.0,0.16336886000000006,0.09450000000000006,0.00363423,0.31003506,0.16650000000000012,44.74600432010011,84.93006275567139,315.7029998779297,0.036264724972463434,0.0353830119373774,-0.3519847294309266,True
2015-01-06,286.1889953613281,0.0,0.0,0.16336886000000006,0.09450000000000006,0.00348546,0.31352051999999997,0.16800000000000012,46.65986991672548,89.55812264396117,313.07359924316404,0.03670795882112178,0.03556207653446208,-0.3243263845653874,True
2015-01-07,294.3370056152344,0.0,0.0,0.16336886000000006,0.09450000000000006,0.00338898,0.31690949999999996,0.16950000000000012,47.99100106317445,93.1086932810211,311.39424896240234,0.03822677707319081,0.03598682146624579,-0.30508946198594206,True
2015-01-08,283.3489990234375,0.0,0.0,0.16336886000000006,0.09450000000000006,0.0035204,0.32042989999999993,0.17100000000000012,46.195902952600115,90.62249142218015,310.5412994384766,0.03857031505431637,0.03617837318040227,-0.33103143131612256,True
2015-01-09,290.4079895019531,0.0,0.0,0.16336886000000006,0.09450000000000006,0.0034348300000000003,0.32386472999999993,0.17250000000000013,47.34912217982606,93.88040510989286,308.8166000366211,0.03894689213990137,0.03576711237903895,-0.3143656136388379,True
2015-01-10,274.7959899902344,0.0,0.0,0.16336886000000006,0.09450000000000006,0.00362997,0.3274946999999999,0.17400000000000013,44.79860761727601,89.82023030305479,306.8391998291016,0.038284457700533084,0.03591363021544317,-0.35122452968810197,True
2015-01-11,265.6600036621094,0.0,0.0,0.16336886000000006,0.09450000000000006,0.0037548,0.3312494999999999,0.17550000000000013,43.30607194587465,87.82424338307187,304.53684997558594,0.039500937611818304,0.036491586784179526,-0.372793999559198,True
2015-01-12,267.7959899902344,0.0,0.0,0.16336886000000006,0.09450000000000006,0.00372485,0.3349743499999999,0.17700000000000013,43.655025597276016,89.52778767958524,301.22555084228514,0.03865973338418767,0.030382392817430402,-0.36350434521990993,True
2015-01-13,225.86099243164062,0.0,0.0,0.16336886000000006,0.09450000000000006,0.00441644,0.33939078999999994,0.17850000000000013,36.804152852025766,76.47664065155853,297.88675079345705,0.03865840905045627,0.03044669204207932,-0.43225043534294283,True
2015-01-14,178.10299682617188,0.0,0.0,0.16336886000000006,0.09450000000000006,0.0056007,0.34499148999999996,0.18000000000000013,29.001983554075327,61.2640182485263,293.0531005859375,0.0504716466188633,0.03556724635071438,-0.5408320002089674,True
2015-01-15,209.843994140625,0.0,0.0,0.16336886000000006,0.09450000000000006,0.00475354,0.34974502999999996,0.18150000000000013,34.187474100600596,73.2103940260327,286.00785064697266,0.06665551858995236,0.04380673774488163,-0.45900041675462155,True
2015-01-16,208.0970001220703,0.0,0.0,0.16336886000000006,0.09450000000000006,0.00479344,0.35453846999999994,0.18300000000000013,33.9020696793625,73.5953920348686,280.10384979248045,0.08019718308133848,0.049912781196074146,-0.4628479387077246,True
2015-01-17,199.25999450683594,0.0,0.0,0.16336886000000006,0.09450000000000006,0.00500603,0.35954449999999993,0.18450000000000014,32.45837814618806,71.45833509496306,274.71554946899414,0.08011531654349219,0.04990267498114698,-0.47743992963546017,True
2015-01-18,210.33900451660156,0.0,0.0,0.16336886000000006,0.09450000000000006,0.00474235,0.36428684999999994,0.18600000000000014,34.26834338141206,76.43773338748854,268.8165985107422,0.08012837956750168,0.05000623599387666,-0.44838518503104857,True
2015-01-19,214.86099243164062,0.0,0.0,0.16336886000000006,0.09450000000000006,0.00464254,0.3689293899999999,0.18750000000000014,35.00709539202577,79.08103487259977,263.70004806518557,0.08188624557323573,0.05061597836323443,-0.4365262550490479,True
2015-01-20,211.31500244140625,0.0,0.0,0.16336886000000006,0.09450000000000006,0.00472045,0.3736498399999999,0.18900000000000014,34.427791049749764,78.76881685183103,258.90624771118166,0.082299153284971,0.050309042592395145,-0.4458256268742602,True
2015-01-21,226.89700317382812,0.0,0.0,0.16336886000000006,0.09450000000000006,0.00439627,0.3780461099999999,0.19050000000000014,36.97340474592469,85.58702942052335,253.46234817504882,0.08160426593122877,0.05029790952879747,-0.40496177249492393,True
2015-01-22,233.406005859375,0.0,0.0,0.16336886000000006,0.09450000000000006,0.00427367,0.3823197799999999,0.19200000000000014,38.03677309439942,89.04373281083494,249.09474868774413,0.0840987637075959,0.05134686872654716,-0.3878918889501582,True
